kind,g,a,c,r,k,score,status
SHUFFLE,0.050505,1.000000,0.024272,0.427083,0.052239,0.310820,DENY
IDENTITY,0.050505,1.000000,0.025253,0.500000,1.000000,0.515152,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.547826,0.409565,DENY
REAL,0.044693,1.000000,0.021622,0.448276,0.530612,0.409040,DENY
SWAP,0.041885,0.937173,0.021622,0.551724,0.530612,0.416603,DENY
SHUFFLE,0.044693,1.000000,0.021622,0.452381,0.051724,0.314084,DENY
IDENTITY,0.044693,1.000000,0.022346,0.500000,1.000000,0.513408,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.530612,0.406122,DENY
REAL,0.005556,1.000000,0.002571,0.483871,0.589474,0.416294,DENY
SWAP,0.004785,0.861244,0.002571,0.516129,0.589474,0.394840,DENY
SHUFFLE,0.005556,1.000000,0.002571,0.488636,0.059829,0.311318,DENY
IDENTITY,0.005556,1.000000,0.002778,0.500000,1.000000,0.501667,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.589474,0.417895,DENY
REAL,0.014925,1.000000,0.007123,0.488889,0.764151,0.455018,DENY
SWAP,0.013624,0.912807,0.007123,0.511111,0.764151,0.441763,DENY
SHUFFLE,0.014925,1.000000,0.007123,0.479730,0.081481,0.316652,DENY
IDENTITY,0.014925,1.000000,0.007463,0.500000,1.000000,0.504478,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.764151,0.452830,DENY
REAL,1.000000,1.000000,0.831683,0.400000,0.397959,0.725928,ALLOW
SWAP,1.000000,0.756522,0.831683,0.600000,0.397959,0.717233,ALLOW
SHUFFLE,1.000000,1.000000,0.831683,0.227273,0.045872,0.620965,ABSTAIN
IDENTITY,1.000000,1.000000,0.965517,0.500000,1.000000,0.893103,ALLOW
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.397959,0.379592,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.645161,0.429032,DENY
SWAP,0.000000,0.544586,0.000000,0.500000,0.645161,0.337949,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.049180,0.309836,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.645161,0.429032,DENY
REAL,0.087179,0.825641,0.047753,0.421569,0.495327,0.375494,DENY
SWAP,0.105590,1.000000,0.047753,0.578431,0.495327,0.445420,DENY
SHUFFLE,0.087179,0.825641,0.047753,0.432203,0.033898,0.285335,DENY
IDENTITY,0.087179,1.000000,0.043590,0.500000,1.000000,0.526154,DENY
STRIP_CTX,0.000000,0.825641,0.000000,0.500000,0.495327,0.364194,DENY
REAL,0.155172,1.000000,0.066914,0.447368,0.403846,0.414660,DENY
SWAP,0.117647,0.758170,0.066914,0.552632,0.403846,0.379842,DENY
SHUFFLE,0.155172,1.000000,0.066914,0.362069,0.032258,0.323283,DENY
IDENTITY,0.155172,1.000000,0.077586,0.500000,1.000000,0.546552,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.403846,0.380769,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.467890,0.393578,DENY
SWAP,0.000000,0.944444,0.000000,0.500000,0.467890,0.382467,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.059829,0.311966,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.467890,0.393578,DENY
REAL,0.000000,0.968889,0.000000,0.500000,0.540323,0.401842,DENY
SWAP,0.000000,1.000000,0.000000,0.500000,0.540323,0.408065,DENY
SHUFFLE,0.000000,0.968889,0.000000,0.500000,0.053435,0.304465,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,0.968889,0.000000,0.500000,0.540323,0.401842,DENY
REAL,0.067460,1.000000,0.032075,0.500000,0.707547,0.461417,DENY
SWAP,0.061151,0.906475,0.032075,0.500000,0.707547,0.441450,DENY
SHUFFLE,0.067460,1.000000,0.032075,0.421569,0.059701,0.316161,DENY
IDENTITY,0.067460,1.000000,0.033730,0.500000,1.000000,0.520238,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.707547,0.441509,DENY
REAL,0.084444,1.000000,0.039832,0.484375,0.673267,0.456384,DENY
SWAP,0.075397,0.892857,0.039832,0.515625,0.673267,0.439396,DENY
SHUFFLE,0.084444,1.000000,0.039832,0.425532,0.045113,0.318984,DENY
IDENTITY,0.084444,1.000000,0.042222,0.500000,1.000000,0.525333,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.673267,0.434653,DENY
REAL,0.189055,1.000000,0.090476,0.450000,0.550459,0.455998,DENY
SWAP,0.173516,0.917808,0.090476,0.550000,0.550459,0.456452,DENY
SHUFFLE,0.189055,1.000000,0.090476,0.372093,0.046154,0.339556,DENY
IDENTITY,0.189055,1.000000,0.094527,0.500000,1.000000,0.556716,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.550459,0.410092,DENY
REAL,0.040000,1.000000,0.019465,0.442857,0.630631,0.426590,DENY
SWAP,0.037915,0.947867,0.019465,0.557143,0.630631,0.438604,DENY
SHUFFLE,0.040000,1.000000,0.019465,0.447917,0.050725,0.311621,DENY
IDENTITY,0.040000,1.000000,0.020000,0.500000,1.000000,0.512000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.630631,0.426126,DENY
REAL,0.033755,1.000000,0.016495,0.450000,0.648148,0.429680,DENY
SWAP,0.032258,0.955645,0.016495,0.550000,0.648148,0.440509,DENY
SHUFFLE,0.033755,1.000000,0.016495,0.449153,0.051852,0.310251,DENY
IDENTITY,0.033755,1.000000,0.016878,0.500000,1.000000,0.510127,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.648148,0.429630,DENY
REAL,0.034043,1.000000,0.016736,0.448718,0.626168,0.425133,DENY
SWAP,0.032922,0.967078,0.016736,0.551282,0.626168,0.438837,DENY
SHUFFLE,0.034043,1.000000,0.016736,0.456140,0.045802,0.310544,DENY
IDENTITY,0.034043,1.000000,0.017021,0.500000,1.000000,0.510213,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.626168,0.425234,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.653333,0.430667,DENY
SWAP,0.000000,0.897260,0.000000,0.500000,0.653333,0.410119,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.028571,0.305714,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.653333,0.430667,DENY
REAL,0.031008,1.000000,0.015267,0.461538,0.488550,0.399273,DENY
SWAP,0.030075,0.969925,0.015267,0.538462,0.488550,0.408456,DENY
SHUFFLE,0.031008,1.000000,0.015267,0.457627,0.047619,0.310304,DENY
IDENTITY,0.031008,1.000000,0.015504,0.500000,1.000000,0.509302,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.488550,0.397710,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.567308,0.413462,DENY
SWAP,0.000000,0.912752,0.000000,0.500000,0.567308,0.396012,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.039062,0.307812,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.567308,0.413462,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.675439,0.435088,DENY
SWAP,0.000000,0.892193,0.000000,0.500000,0.675439,0.413526,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.055172,0.311034,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.675439,0.435088,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.509259,0.401852,DENY
SWAP,0.000000,0.974194,0.000000,0.500000,0.509259,0.396691,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.014925,0.302985,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.509259,0.401852,DENY
REAL,0.053846,1.000000,0.026415,0.403846,0.534884,0.403798,DENY
SWAP,0.051852,0.962963,0.026415,0.596154,0.534884,0.434453,DENY
SHUFFLE,0.053846,1.000000,0.026415,0.424242,0.069307,0.314762,DENY
IDENTITY,0.053846,1.000000,0.026923,0.500000,1.000000,0.516154,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.534884,0.406977,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.647059,0.429412,DENY
SWAP,0.000000,0.811209,0.000000,0.500000,0.647059,0.391654,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.050360,0.310072,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.647059,0.429412,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.478261,0.395652,DENY
SWAP,0.000000,0.794326,0.000000,0.500000,0.478261,0.354517,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.026549,0.305310,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.478261,0.395652,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.483871,0.396774,DENY
SWAP,0.000000,0.811688,0.000000,0.500000,0.483871,0.359112,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.035088,0.307018,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.483871,0.396774,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.560748,0.412150,DENY
SWAP,0.000000,0.979592,0.000000,0.500000,0.560748,0.408068,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.031250,0.306250,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.560748,0.412150,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.553398,0.410680,DENY
SWAP,0.000000,0.978836,0.000000,0.500000,0.553398,0.406447,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.032258,0.306452,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.553398,0.410680,DENY
REAL,0.048611,1.000000,0.023490,0.488372,0.560976,0.424290,DENY
SWAP,0.045455,0.935065,0.023490,0.511628,0.560976,0.415323,DENY
SHUFFLE,0.048611,1.000000,0.023490,0.450000,0.057554,0.315931,DENY
IDENTITY,0.048611,1.000000,0.024306,0.500000,1.000000,0.514583,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.560976,0.412195,DENY
REAL,0.011628,1.000000,0.005666,0.484848,0.446281,0.389685,DENY
SWAP,0.011050,0.950276,0.005666,0.515152,0.446281,0.385685,DENY
SHUFFLE,0.011628,1.000000,0.005666,0.500000,0.035714,0.310602,DENY
IDENTITY,0.011628,1.000000,0.005814,0.500000,1.000000,0.503488,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.446281,0.389256,DENY
REAL,0.078212,1.000000,0.037838,0.383333,0.566038,0.413084,DENY
SWAP,0.073298,0.937173,0.037838,0.616667,0.566038,0.446203,DENY
SHUFFLE,0.078212,1.000000,0.037838,0.430233,0.054264,0.320109,DENY
IDENTITY,0.078212,1.000000,0.039106,0.500000,1.000000,0.523464,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.566038,0.413208,DENY
REAL,0.025090,1.000000,0.012195,0.454545,0.622951,0.422956,DENY
SWAP,0.023729,0.945763,0.012195,0.545455,0.622951,0.430018,DENY
SHUFFLE,0.025090,1.000000,0.012195,0.460938,0.048276,0.309300,DENY
IDENTITY,0.025090,1.000000,0.012545,0.500000,1.000000,0.507527,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.622951,0.424590,DENY
REAL,0.044872,1.000000,0.022293,0.435484,0.509804,0.402491,DENY
SWAP,0.044304,0.987342,0.022293,0.564516,0.509804,0.425652,DENY
SHUFFLE,0.044872,1.000000,0.022293,0.437500,0.041322,0.309197,DENY
IDENTITY,0.044872,1.000000,0.022436,0.500000,1.000000,0.513462,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.509804,0.401961,DENY
REAL,0.030928,1.000000,0.014730,0.487500,0.663934,0.439418,DENY
SWAP,0.028125,0.909375,0.014730,0.512500,0.663934,0.425733,DENY
SHUFFLE,0.030928,1.000000,0.014730,0.450820,0.060811,0.311458,DENY
IDENTITY,0.030928,1.000000,0.015464,0.500000,1.000000,0.509278,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.663934,0.432787,DENY
REAL,0.004049,0.866397,0.002169,0.490385,0.553719,0.383344,DENY
SWAP,0.004673,1.000000,0.002169,0.509615,0.553719,0.414035,DENY
SHUFFLE,0.004049,0.866397,0.002169,0.491667,0.044444,0.281745,DENY
IDENTITY,0.004049,1.000000,0.002024,0.500000,1.000000,0.501215,DENY
STRIP_CTX,0.000000,0.866397,0.000000,0.500000,0.553719,0.384023,DENY
REAL,0.125786,0.962264,0.064103,0.351351,0.486486,0.397998,DENY
SWAP,0.130719,1.000000,0.064103,0.648649,0.486486,0.465991,DENY
SHUFFLE,0.125786,0.962264,0.064103,0.380435,0.031250,0.312768,DENY
IDENTITY,0.125786,1.000000,0.062893,0.500000,1.000000,0.537736,DENY
STRIP_CTX,0.000000,0.962264,0.000000,0.500000,0.486486,0.389750,DENY
REAL,0.029557,0.970443,0.015000,0.467742,0.500000,0.396548,DENY
SWAP,0.030457,1.000000,0.015000,0.532258,0.500000,0.415543,DENY
SHUFFLE,0.029557,0.970443,0.015000,0.475610,0.020833,0.302289,DENY
IDENTITY,0.029557,1.000000,0.014778,0.500000,1.000000,0.508867,DENY
STRIP_CTX,0.000000,0.970443,0.000000,0.500000,0.500000,0.394089,DENY
REAL,0.130112,1.000000,0.059727,0.500000,0.679245,0.473817,DENY
SWAP,0.110410,0.848580,0.059727,0.500000,0.679245,0.439593,DENY
SHUFFLE,0.130112,1.000000,0.059727,0.361111,0.072993,0.324788,DENY
IDENTITY,0.130112,1.000000,0.065056,0.500000,1.000000,0.539033,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.679245,0.435849,DENY
REAL,0.093567,1.000000,0.046512,0.402778,0.550562,0.418684,DENY
SWAP,0.092486,0.988439,0.046512,0.597222,0.550562,0.455044,DENY
SHUFFLE,0.093567,1.000000,0.046512,0.425532,0.027778,0.318678,DENY
IDENTITY,0.093567,1.000000,0.046784,0.500000,1.000000,0.528070,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.550562,0.410112,DENY
REAL,0.072340,0.944681,0.037199,0.404255,0.542373,0.400170,DENY
SWAP,0.076577,1.000000,0.037199,0.595745,0.542373,0.450379,DENY
SHUFFLE,0.072340,0.944681,0.037199,0.430769,0.061069,0.309212,DENY
IDENTITY,0.072340,1.000000,0.036170,0.500000,1.000000,0.521702,DENY
STRIP_CTX,0.000000,0.944681,0.000000,0.500000,0.542373,0.397411,DENY
REAL,0.012987,1.000000,0.006349,0.462963,0.551402,0.406740,DENY
SWAP,0.012422,0.956522,0.006349,0.537037,0.551402,0.412746,DENY
SHUFFLE,0.012987,1.000000,0.006349,0.472222,0.023256,0.302963,DENY
IDENTITY,0.012987,1.000000,0.006494,0.500000,1.000000,0.503896,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.551402,0.410280,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.689655,0.437931,DENY
SWAP,0.000000,0.904762,0.000000,0.500000,0.689655,0.418883,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.033898,0.306780,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.689655,0.437931,DENY
REAL,0.074468,1.000000,0.033816,0.452381,0.488372,0.409808,DENY
SWAP,0.061947,0.831858,0.033816,0.547619,0.488372,0.392723,DENY
SHUFFLE,0.074468,1.000000,0.033816,0.464286,0.030000,0.320514,DENY
IDENTITY,0.074468,1.000000,0.037234,0.500000,1.000000,0.522340,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.488372,0.397674,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.555556,0.411111,DENY
SWAP,0.000000,0.837696,0.000000,0.500000,0.555556,0.378650,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.039370,0.307874,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.555556,0.411111,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.561224,0.412245,DENY
SWAP,0.000000,0.837696,0.000000,0.500000,0.561224,0.379784,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.039683,0.307937,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.561224,0.412245,DENY
REAL,0.026042,1.000000,0.012225,0.500000,0.652632,0.438180,DENY
SWAP,0.023041,0.884793,0.012225,0.500000,0.652632,0.414538,DENY
SHUFFLE,0.026042,1.000000,0.012225,0.475000,0.040323,0.310718,DENY
IDENTITY,0.026042,1.000000,0.013021,0.500000,1.000000,0.507812,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.652632,0.430526,DENY
REAL,0.119497,0.924528,0.062092,0.464286,0.423729,0.398826,DENY
SWAP,0.129252,1.000000,0.062092,0.535714,0.423729,0.430157,DENY
SHUFFLE,0.119497,0.924528,0.062092,0.378788,0.036765,0.304334,DENY
IDENTITY,0.119497,1.000000,0.059748,0.500000,1.000000,0.535849,DENY
STRIP_CTX,0.000000,0.924528,0.000000,0.500000,0.423729,0.369651,DENY
REAL,0.081818,1.000000,0.039130,0.394737,0.494118,0.401961,DENY
SWAP,0.075000,0.916667,0.039130,0.605263,0.494118,0.426036,DENY
SHUFFLE,0.081818,1.000000,0.039130,0.428571,0.041667,0.318237,DENY
IDENTITY,0.081818,1.000000,0.040909,0.500000,1.000000,0.524545,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.494118,0.398824,DENY
REAL,0.058333,1.000000,0.027778,0.473684,0.505263,0.413012,DENY
SWAP,0.053030,0.909091,0.027778,0.526316,0.505263,0.404296,DENY
SHUFFLE,0.058333,1.000000,0.027778,0.464286,0.025641,0.315208,DENY
IDENTITY,0.058333,1.000000,0.029167,0.500000,1.000000,0.517500,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.505263,0.401053,DENY
REAL,0.113043,1.000000,0.048327,0.500000,0.569892,0.446253,DENY
SWAP,0.084416,0.746753,0.048327,0.500000,0.569892,0.389878,DENY
SHUFFLE,0.113043,1.000000,0.048327,0.480769,0.025000,0.333428,DENY
IDENTITY,0.113043,1.000000,0.056522,0.500000,1.000000,0.533913,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.569892,0.413978,DENY
REAL,0.057971,1.000000,0.028070,0.477273,0.651685,0.443000,DENY
SWAP,0.054422,0.938776,0.028070,0.522727,0.651685,0.439136,DENY
SHUFFLE,0.057971,1.000000,0.028070,0.407407,0.043103,0.307310,DENY
IDENTITY,0.057971,1.000000,0.028986,0.500000,1.000000,0.517391,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.651685,0.430337,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.647727,0.429545,DENY
SWAP,0.000000,0.875912,0.000000,0.500000,0.647727,0.404728,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.035714,0.307143,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.647727,0.429545,DENY
REAL,0.040230,0.850575,0.021739,0.448718,0.453782,0.363009,DENY
SWAP,0.047297,1.000000,0.021739,0.551282,0.453782,0.414820,DENY
SHUFFLE,0.040230,0.850575,0.021739,0.445652,0.049180,0.281475,DENY
IDENTITY,0.040230,1.000000,0.020115,0.500000,1.000000,0.512069,DENY
STRIP_CTX,0.000000,0.850575,0.000000,0.500000,0.453782,0.360871,DENY
REAL,0.423529,0.682353,0.251748,0.191919,0.402685,0.390447,DENY
SWAP,0.620690,1.000000,0.251748,0.808081,0.402685,0.616641,ABSTAIN
SHUFFLE,0.423529,0.682353,0.251748,0.225225,0.053333,0.327238,DENY
IDENTITY,0.423529,1.000000,0.211765,0.500000,1.000000,0.627059,ABSTAIN
STRIP_CTX,0.000000,0.682353,0.000000,0.500000,0.402685,0.317008,DENY
REAL,0.039216,0.823529,0.021505,0.446809,0.436975,0.353607,DENY
SWAP,0.047619,1.000000,0.021505,0.553191,0.436975,0.411858,DENY
SHUFFLE,0.039216,0.823529,0.021505,0.459016,0.032000,0.275053,DENY
IDENTITY,0.039216,1.000000,0.019608,0.500000,1.000000,0.511765,DENY
STRIP_CTX,0.000000,0.823529,0.000000,0.500000,0.436975,0.352101,DENY
REAL,0.046667,1.000000,0.021739,0.462963,0.553191,0.416912,DENY
SWAP,0.040698,0.872093,0.021739,0.537037,0.553191,0.404952,DENY
SHUFFLE,0.046667,1.000000,0.021739,0.487500,0.034188,0.318019,DENY
IDENTITY,0.046667,1.000000,0.023333,0.500000,1.000000,0.514000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.553191,0.410638,DENY
REAL,0.043750,1.000000,0.021084,0.428571,0.613636,0.421408,DENY
SWAP,0.040698,0.930233,0.021084,0.571429,0.613636,0.435416,DENY
SHUFFLE,0.043750,1.000000,0.021084,0.437500,0.026316,0.305730,DENY
IDENTITY,0.043750,1.000000,0.021875,0.500000,1.000000,0.513125,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.613636,0.422727,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.700000,0.440000,DENY
SWAP,0.000000,0.898551,0.000000,0.500000,0.700000,0.419710,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.055556,0.311111,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.700000,0.440000,DENY
REAL,0.145078,0.911917,0.075881,0.480769,0.732558,0.469241,DENY
SWAP,0.159091,1.000000,0.075881,0.519231,0.732558,0.497352,DENY
SHUFFLE,0.145078,0.911917,0.075881,0.329268,0.034188,0.299266,DENY
IDENTITY,0.145078,1.000000,0.072539,0.500000,1.000000,0.543523,DENY
STRIP_CTX,0.000000,0.911917,0.000000,0.500000,0.732558,0.428895,DENY
REAL,0.113924,1.000000,0.048387,0.500000,0.413793,0.415221,DENY
SWAP,0.084112,0.738318,0.048387,0.500000,0.413793,0.356922,DENY
SHUFFLE,0.113924,1.000000,0.048387,0.350000,0.039216,0.310305,DENY
IDENTITY,0.113924,1.000000,0.056962,0.500000,1.000000,0.534177,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.413793,0.382759,DENY
REAL,0.042781,1.000000,0.020151,0.500000,0.717391,0.456065,DENY
SWAP,0.038095,0.890476,0.020151,0.500000,0.717391,0.433223,DENY
SHUFFLE,0.042781,1.000000,0.020151,0.435897,0.048000,0.309366,DENY
IDENTITY,0.042781,1.000000,0.021390,0.500000,1.000000,0.512834,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.717391,0.443478,DENY
REAL,0.062222,1.000000,0.029851,0.414286,0.605769,0.422426,DENY
SWAP,0.057377,0.922131,0.029851,0.585714,0.605769,0.440168,DENY
SHUFFLE,0.062222,1.000000,0.029851,0.437500,0.055556,0.317026,DENY
IDENTITY,0.062222,1.000000,0.031111,0.500000,1.000000,0.518667,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.605769,0.421154,DENY
REAL,0.031088,1.000000,0.014670,0.483333,0.528455,0.411509,DENY
SWAP,0.027778,0.893519,0.014670,0.516667,0.528455,0.396218,DENY
SHUFFLE,0.031088,1.000000,0.014670,0.487500,0.026846,0.312021,DENY
IDENTITY,0.031088,1.000000,0.015544,0.500000,1.000000,0.509326,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.528455,0.405691,DENY
REAL,0.000000,0.888112,0.000000,0.500000,0.772277,0.432078,DENY
SWAP,0.000000,1.000000,0.000000,0.500000,0.772277,0.454455,DENY
SHUFFLE,0.000000,0.888112,0.000000,0.500000,0.037313,0.285085,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,0.888112,0.000000,0.500000,0.772277,0.432078,DENY
REAL,0.039370,0.968504,0.020000,0.456522,0.479167,0.392712,DENY
SWAP,0.040650,1.000000,0.020000,0.543478,0.479167,0.416659,DENY
SHUFFLE,0.039370,0.968504,0.020000,0.482143,0.017094,0.305422,DENY
IDENTITY,0.039370,1.000000,0.019685,0.500000,1.000000,0.511811,DENY
STRIP_CTX,0.000000,0.968504,0.000000,0.500000,0.479167,0.389534,DENY
REAL,0.083871,1.000000,0.041270,0.370370,0.613861,0.421875,DENY
SWAP,0.081250,0.968750,0.041270,0.629630,0.613861,0.466952,DENY
SHUFFLE,0.083871,1.000000,0.041270,0.411765,0.057851,0.318951,DENY
IDENTITY,0.083871,1.000000,0.041935,0.500000,1.000000,0.525161,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.613861,0.422772,DENY
REAL,0.056452,1.000000,0.025641,0.452381,0.521277,0.411150,DENY
SWAP,0.046980,0.832215,0.025641,0.547619,0.521277,0.394746,DENY
